fishtype_id,recipe_id
aca1f4a8-cffa-11ed-afa1-0242ac120002,4e7e9952-cff6-11ed-afa1-0242ac120002
aca1f5a2-cffa-11ed-afa1-0242ac120002,4e7e9fd8-cff6-11ed-afa1-0242ac120002
aca1f5a2-cffa-11ed-afa1-0242ac120002,4e7ea7f8-cff6-11ed-afa1-0242ac120002
aca1f5a2-cffa-11ed-afa1-0242ac120002,4e7ea938-cff6-11ed-afa1-0242ac120002
aca1f5a2-cffa-11ed-afa1-0242ac120002,4e7eaa64-cff6-11ed-afa1-0242ac120002
aca1f69c-cffa-11ed-afa1-0242ac120002,4e7eb090-cff6-11ed-afa1-0242ac120002
aca1f69c-cffa-11ed-afa1-0242ac120002,4e7eb202-cff6-11ed-afa1-0242ac120002
aca1f93a-cffa-11ed-afa1-0242ac120002,4e7eb64e-cff6-11ed-afa1-0242ac120002
aca1f93a-cffa-11ed-afa1-0242ac120002,4e7ea938-cff6-11ed-afa1-0242ac120002
aca1f93a-cffa-11ed-afa1-0242ac120002,4e7eb32e-cff6-11ed-afa1-0242ac120002
aca1fa3e-cffa-11ed-afa1-0242ac120002,4e7eb7e8-cff6-11ed-afa1-0242ac120002
aca1fa3e-cffa-11ed-afa1-0242ac120002,4e7eb932-cff6-11ed-afa1-0242ac120002
aca1fb2e-cffa-11ed-afa1-0242ac120002,4e7ec170-cff6-11ed-afa1-0242ac120002
aca1fc82-cffa-11ed-afa1-0242ac120002,4e7ec2c4-cff6-11ed-afa1-0242ac120002
aca20344-cffa-11ed-afa1-0242ac120002,4e7ea938-cff6-11ed-afa1-0242ac120002
aca20344-cffa-11ed-afa1-0242ac120002,4e7eaa64-cff6-11ed-afa1-0242ac120002
aca20344-cffa-11ed-afa1-0242ac120002,4e7ec3f0-cff6-11ed-afa1-0242ac120002
aca20344-cffa-11ed-afa1-0242ac120002,4e7ec53a-cff6-11ed-afa1-0242ac120002
aca1fe4e-cffa-11ed-afa1-0242ac120002,4e7ec670-cff6-11ed-afa1-0242ac120002
aca1fe4e-cffa-11ed-afa1-0242ac120002,4e7ecc88-cff6-11ed-afa1-0242ac120002
aca1ffe8-cffa-11ed-afa1-0242ac120002,4e7ece0e-cff6-11ed-afa1-0242ac120002
aca200ec-cffa-11ed-afa1-0242ac120002,4e7ecf4e-cff6-11ed-afa1-0242ac120002
aca200ec-cffa-11ed-afa1-0242ac120002,4e7ea938-cff6-11ed-afa1-0242ac120002
aca201c8-cffa-11ed-afa1-0242ac120002,4e7ed08e-cff6-11ed-afa1-0242ac120002
aca201c8-cffa-11ed-afa1-0242ac120002,4e7ea69a-cff6-11ed-afa1-0242ac120002
91c76243-59df-48f7-9cfb-9f937dfc8975,4e7e9d62-cff6-11ed-afa1-0242ac120002
2cfb2855-26ac-46f5-beaa-57a01ddbc07e,4e7e9d62-cff6-11ed-afa1-0242ac120002
1d2361f6-1d1f-420c-b64c-00b2826e2c86,4e7e9d62-cff6-11ed-afa1-0242ac120002
df416b3f-07e8-49cb-8154-9678071381fb,4e7e8b10-cff6-11ed-afa1-0242ac120002
aca2042a-cffa-11ed-afa1-0242ac120002,4e7eba68-cff6-11ed-afa1-0242ac120002
aca2042a-cffa-11ed-afa1-0242ac120002,4e7e8b10-cff6-11ed-afa1-0242ac120002
efabeb82-1340-41e5-9335-3bc2aedeafba,4e7e9d62-cff6-11ed-afa1-0242ac120002
